"food_id","food_name","orig_food_id","orig_food_common_name_uncleaned","orig_food_common_name","citation","food_V2_ID"
873,"Margarine-like spread","04674","Margarine-like spread, SMART BALANCE Light Buttery Spread","margarine like spread smart balance light buttery spread","USDA",8312
873,"Margarine-like spread","04675","Margarine-like spread, SMART BEAT Super Light without saturated fat","margarine like spread smart beat super light without saturated fat","USDA",8313
873,"Margarine-like spread","04676","Margarine-like spread, SMART BEAT Smart Squeeze","margarine like spread smart beat smart squeeze","USDA",8314
873,"Margarine-like spread","04677","Margarine-like spread, SMART BALANCE Omega Plus Spread (with plant sterols & fish oil)","margarine like spread smart balance omega plus spread with plant sterols & fish oil","USDA",8315
873,"Margarine-like spread","04683","Margarine, margarine-like vegetable oil spread, 67-70% fat, tub","margarine margarine like vegetable oil spread 67 70 fat tub","USDA",8316
873,"Margarine-like spread","04687","Margarine-like spread, BENECOL Light Spread","margarine like spread benecol light spread","USDA",8317
873,"Margarine-like spread","04690","Margarine-like, vegetable oil spread, approximately 37% fat, unspecified oils, with salt, with added vitamin D","margarine like vegetable oil spread approximately 37 fat unspecified oils with salt with added vitamin d","USDA",8318
873,"Margarine-like spread","04693","Margarine-like, vegetable oil spread, 60% fat, stick, with salt, with added vitamin D","margarine like vegetable oil spread 60 fat stick with salt with added vitamin d","USDA",8319
873,"Margarine-like spread","04694","Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D","margarine like vegetable oil spread 60 fat tub with salt with added vitamin d","USDA",8320
873,"Margarine-like spread","04695","Margarine-like vegetable-oil spread, stick/tub/bottle, 60% fat, with added vitamin D","margarine like vegetable oil spread stick/tub/bottle 60 fat with added vitamin d","USDA",8321
873,"Margarine-like spread","04697","Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt, with added vitamin D","margarine like vegetable oil spread 60 fat stick/tub/bottle without salt with added vitamin d","USDA",8322
873,"Margarine-like spread","42151","Vegetable oil-butter spread, reduced calorie","vegetable oil butter spread reduced calorie","USDA",8323
873,"Margarine-like spread","42256","Margarine-like, vegetable oil spread, stick or tub, sweetened","margarine like vegetable oil spread stick tub sweetened","USDA",8324
873,"Margarine-like spread","42307","Margarine-like, butter-margarine blend, 80% fat, stick, without salt","margarine like butter margarine blend 80 fat stick without salt","USDA",8325
873,"Margarine-like spread","42309","Margarine-like, vegetable oil-butter spread, reduced calorie, tub, with salt","margarine like vegetable oil butter spread reduced calorie tub with salt","USDA",8326
874,"Hummus","16137","Hummus, home prepared","hummus home prepared","USDA",8327
874,"Hummus","16158","Hummus, commercial","hummus commercial","USDA",8328
876,"Potato puffs","11398","Potato puffs, frozen, unprepared","potato puffs frozen unprepared","USDA",8329
876,"Potato puffs","11399","Potato puffs, frozen, oven-heated","potato puffs frozen oven heated","USDA",8330
877,"Potato gratin","11372","Potatoes, scalloped, home-prepared with butter","potatoes scalloped home prepared with butter","USDA",8331
877,"Potato gratin","11373","Potatoes, au gratin, home-prepared from recipe using butter","potatoes au gratin home prepared from recipe using butter","USDA",8332
877,"Potato gratin","11384","Potatoes, au gratin, dry mix, unprepared","potatoes au gratin dry mix unprepared","USDA",8333
877,"Potato gratin","11385","Potatoes, au gratin, dry mix, prepared with water, whole milk and butter","potatoes au gratin dry mix prepared with water whole milk butter","USDA",8334
877,"Potato gratin","11386","Potatoes, scalloped, dry mix, unprepared","potatoes scalloped dry mix unprepared","USDA",8335
877,"Potato gratin","11387","Potatoes, scalloped, dry mix, prepared with water, whole milk and butter","potatoes scalloped dry mix prepared with water whole milk butter","USDA",8336
877,"Potato gratin","11843","Potatoes, au gratin, home-prepared from recipe using margarine","potatoes au gratin home prepared from recipe using margarine","USDA",8337
877,"Potato gratin","11844","Potatoes, scalloped, home-prepared with margarine","potatoes scalloped home prepared with margarine","USDA",8338
878,"Milk substitute","01076","Milk substitutes, fluid, with lauric acid oil","milk substitutes fluid with lauric acid oil","USDA",8339
878,"Milk substitute","43543","Milk, imitation, non-soy","milk imitation non soy","USDA",8340
161,"Cloudberry","100","Cloudberry","cloudberry","PHENOL EXPLORER",8341
162,"Red raspberry","68","Red raspberry","red raspberry","PHENOL EXPLORER",8342
83,"Strawberry","70","Strawberry","strawberry","PHENOL EXPLORER",8343
147,"European plum","51","Plum, fresh","plum fresh","PHENOL EXPLORER",8344
134,"Common bean","545","Common bean [Black], whole, raw","common bean [black] whole raw","PHENOL EXPLORER",8345
155,"Blackcurrant","78","Blackcurrant","blackcurrant","PHENOL EXPLORER",8346
166,"Black elderberry","125","Black elderberry","black elderberry","PHENOL EXPLORER",8347
136,"Black chokeberry","107","Black chokeberry","black chokeberry","PHENOL EXPLORER",8348
156,"Redcurrant","87","Redcurrant","redcurrant","PHENOL EXPLORER",8349
151,"Pomegranate","926","Pomegranate, juice from concentrate","pomegranate juice from concentrate","PHENOL EXPLORER",8350
151,"Pomegranate","192","Pomegranate, pure juice","pomegranate pure juice","PHENOL EXPLORER",8351
189,"Lowbush blueberry","82","Lowbush blueberry","lowbush blueberry","PHENOL EXPLORER",8352
191,"Highbush blueberry","96","Highbush blueberry","highbush blueberry","PHENOL EXPLORER",8353
160,"Rubus (Blackberry, Raspberry)","80","Blackberry","blackberry","PHENOL EXPLORER",8354
227,"Summer grape","63","Aestivalis grape [Black]","aestivalis grape [black]","PHENOL EXPLORER",8355
204,"Common grape","142","Grape [Black]","grape [black]","PHENOL EXPLORER",8356
626,"Grape wine","136","Wine [Red]","wine [red]","PHENOL EXPLORER",8357
226,"Garden onion (var.)","256","Onion [Red], raw","onion [red] raw","PHENOL EXPLORER",8358
57,"Sweet orange","10","Orange [Blood], pure juice","orange [blood] pure juice","PHENOL EXPLORER",8359
95,"Lettuce","315","Lettuce [Red], raw","lettuce [red] raw","PHENOL EXPLORER",8360
95,"Lettuce","314","Lettuce [Green], raw","lettuce [green] raw","PHENOL EXPLORER",8361
48,"Endive","312","Endive [Curly], raw","endive [curly] raw","PHENOL EXPLORER",8362
48,"Endive","313","Endive [Escarole], raw","endive [escarole] raw","PHENOL EXPLORER",8363
204,"Common grape","144","Grape [Green]","grape [green]","PHENOL EXPLORER",8364
192,"American cranberry","75","American cranberry","american cranberry","PHENOL EXPLORER",8365
194,"Lingonberry","84","Lingonberry","lingonberry","PHENOL EXPLORER",8366
105,"Apple","23","Apple [Dessert], whole","apple [dessert] whole","PHENOL EXPLORER",8367
162,"Red raspberry","69","Red raspberry, jam","red raspberry jam","PHENOL EXPLORER",8368
160,"Rubus (Blackberry, Raspberry)","81","Blackberry, jam","blackberry jam","PHENOL EXPLORER",8369
189,"Lowbush blueberry","83","Lowbush blueberry, jam","lowbush blueberry jam","PHENOL EXPLORER",8370
155,"Blackcurrant","79","Blackcurrant, jam","blackcurrant jam","PHENOL EXPLORER",8371
145,"Sweet cherry","121","Sweet cherry, jam","sweet cherry jam","PHENOL EXPLORER",8372
105,"Apple","34","Apple [Cider], peeled","apple [cider] peeled","PHENOL EXPLORER",8373
105,"Apple","24","Apple [Dessert], peeled","apple [dessert] peeled","PHENOL EXPLORER",8374
140,"Pistachio","727","Pistachio, dehulled","pistachio dehulled","PHENOL EXPLORER",8375
155,"Blackcurrant","90","Greencurrant","greencurrant","PHENOL EXPLORER",8376
121,"Olive","757","Olive [Black], raw","olive [black] raw","PHENOL EXPLORER",8377
146,"Sour cherry","123","Sour cherry, jam","sour cherry jam","PHENOL EXPLORER",8378
230,"Peach (var.)","46","Peach, peeled","peach peeled","PHENOL EXPLORER",8379
229,"Nectarine","61","Nectarine, peeled","nectarine peeled","PHENOL EXPLORER",8380
156,"Redcurrant","91","Whitecurrant","whitecurrant","PHENOL EXPLORER",8381
145,"Sweet cherry","47","Sweet cherry","sweet cherry","PHENOL EXPLORER",8382
146,"Sour cherry","48","Sour cherry","sour cherry","PHENOL EXPLORER",8383
134,"Common bean","588","Common bean [Others], whole, raw","common bean [others] whole raw","PHENOL EXPLORER",8384
134,"Common bean","546","Common bean [White], whole, raw","common bean [white] whole raw","PHENOL EXPLORER",8385
229,"Nectarine","56","Nectarine, whole","nectarine whole","PHENOL EXPLORER",8386
626,"Grape wine","137","Wine [White]","wine [white]","PHENOL EXPLORER",8387
197,"Broad bean","573","Broad bean pod, raw","broad bean pod raw","PHENOL EXPLORER",8388
268,"Beer","534","Beer [Alcohol free]","beer [alcohol free]","PHENOL EXPLORER",8389
268,"Beer","542","Beer [Regular]","beer [regular]","PHENOL EXPLORER",8390
268,"Beer","494","Beer [Ale]","beer [ale]","PHENOL EXPLORER",8391
268,"Beer","496","Beer [Dark]","beer [dark]","PHENOL EXPLORER",8392
105,"Apple","35","Apple [Cider], pure juice","apple [cider] pure juice","PHENOL EXPLORER",8393
105,"Apple","25","Apple [Dessert], pure juice","apple [dessert] pure juice","PHENOL EXPLORER",8394
152,"Pear","39","Pear, whole","pear whole","PHENOL EXPLORER",8395
105,"Apple","26","Apple [Dessert], juice from concentrate","apple [dessert] juice from concentrate","PHENOL EXPLORER",8396
144,"Apricot","198","Apricot, nectar","apricot nectar","PHENOL EXPLORER",8397
105,"Apple","199","Apple [Dessert], puree","apple [dessert] puree","PHENOL EXPLORER",8398
105,"Apple","941","Apple [Dessert], jelly","apple [dessert] jelly","PHENOL EXPLORER",8399
105,"Apple","27","Apple [Dessert], jam","apple [dessert] jam","PHENOL EXPLORER",8400
105,"Apple","942","Apple [Dessert], compote","apple [dessert] compote","PHENOL EXPLORER",8401
144,"Apricot","59","Apricot, jam","apricot jam","PHENOL EXPLORER",8402
144,"Apricot","197","Apricot, puree","apricot puree","PHENOL EXPLORER",8403
105,"Apple","36","Apple [Cider], juice from concentrate","apple [cider] juice from concentrate","PHENOL EXPLORER",8404
147,"European plum","65","Plum, prune pure juice","plum prune pure juice","PHENOL EXPLORER",8405
147,"European plum","66","Plum, prune juice from concentrate","plum prune juice from concentrate","PHENOL EXPLORER",8406
102,"Mexican oregano","803","Mexican oregano, dried","mexican oregano dried","PHENOL EXPLORER",8407
626,"Grape wine","138","Wine [Rosé]","wine [rosé]","PHENOL EXPLORER",8408
204,"Common grape","244","Grape [Green], pure juice","grape [green] pure juice","PHENOL EXPLORER",8409
228,"Fox grape","159","Fox grape [Black]","fox grape [black]","PHENOL EXPLORER",8410
228,"Fox grape","205","Fox grape [Green], pure juice","fox grape [green] pure juice","PHENOL EXPLORER",8411
217,"European cranberry","94","European cranberry","european cranberry","PHENOL EXPLORER",8412
710,"Hot chocolate","694","Chocolate, milk, beverage","chocolate milk beverage","PHENOL EXPLORER",8413
38,"Tea","208","Tea [Black], bottled","tea [black] bottled","PHENOL EXPLORER",8414
38,"Tea","30","Tea [Black], infusion","tea [black] infusion","PHENOL EXPLORER",8415
87,"Sea-buckthornberry","134","Sea-buckthornberry, pure juice","sea buckthornberry pure juice","PHENOL EXPLORER",8416
107,"German camomile","872","German camomile, tea","german camomile tea","PHENOL EXPLORER",8417
113,"Peppermint","878","Peppermint, tea","peppermint tea","PHENOL EXPLORER",8418
38,"Tea","210","Tea [Oolong], bottled","tea [oolong] bottled","PHENOL EXPLORER",8419
38,"Tea","31","Tea [Oolong], infusion","tea [oolong] infusion","PHENOL EXPLORER",8420
38,"Tea","29","Tea [Green], infusion","tea [green] infusion","PHENOL EXPLORER",8421
38,"Tea","209","Tea [Green], bottled","tea [green] bottled","PHENOL EXPLORER",8422
4,"Kiwi","930","Kiwi, pure juice","kiwi pure juice","PHENOL EXPLORER",8423
4,"Kiwi","931","Kiwi, juice from concentrate","kiwi juice from concentrate","PHENOL EXPLORER",8424
152,"Pear","38","Pear, pure juice","pear pure juice","PHENOL EXPLORER",8425
649,"Sherry","148","Sherry","sherry","PHENOL EXPLORER",8426
626,"Grape wine","140","Champagne","champagne","PHENOL EXPLORER",8427
629,"Apple cider","28","Cider","cider","PHENOL EXPLORER",8428
73,"Japanese persimmon","927","Persimmon, fresh","persimmon fresh","PHENOL EXPLORER",8429
14,"Custard apple","186","Custard apple","custard apple","PHENOL EXPLORER",8430
204,"Common grape","147","Grape, raisin","grape raisin","PHENOL EXPLORER",8431
147,"European plum","52","Plum, prune","plum prune","PHENOL EXPLORER",8432
151,"Pomegranate","181","Pomegranate","pomegranate","PHENOL EXPLORER",8433
81,"Fig","925","Fig, peeled, fresh","fig peeled fresh","PHENOL EXPLORER",8434
58,"Coffee","555","Coffee beverage [Filter]","coffee beverage [filter]","PHENOL EXPLORER",8435
152,"Pear","40","Pear, peeled","pear peeled","PHENOL EXPLORER",8436
114,"Medlar","188","Medlar","medlar","PHENOL EXPLORER",8437
69,"Quince","41","Quince, peeled","quince peeled","PHENOL EXPLORER",8438
174,"Eggplant","361","Eggplant [Purple], whole, raw","eggplant [purple] whole raw","PHENOL EXPLORER",8439
32,"Brussel sprouts","334","Brussel sprouts, raw","brussel sprouts raw","PHENOL EXPLORER",8440
30,"Common cabbage","284","Common cabbage [Red], raw","common cabbage [red] raw","PHENOL EXPLORER",8441
260,"Oxheart cabbage","463","Oxheart cabbage, raw","oxheart cabbage raw","PHENOL EXPLORER",8442
40,"Pepper","707","Sweet pepper [Green], raw","sweet pepper [green] raw","PHENOL EXPLORER",8443
40,"Pepper","708","Sweet pepper [Red], raw","sweet pepper [red] raw","PHENOL EXPLORER",8444
121,"Olive","756","Olive [Green], raw","olive [green] raw","PHENOL EXPLORER",8445
230,"Peach (var.)","45","Peach, whole","peach whole","PHENOL EXPLORER",8446
57,"Sweet orange","8","Orange [Blond]","orange [blond]","PHENOL EXPLORER",8447
64,"Muskmelon","161","Melon","melon","PHENOL EXPLORER",8448
264,"Red beetroot","501","Red beetroot, raw","red beetroot raw","PHENOL EXPLORER",8449
47,"Chickpea","584","Chickpea, whole, raw","chickpea whole raw","PHENOL EXPLORER",8450
98,"Lentils","472","Lentils, whole, raw","lentils whole raw","PHENOL EXPLORER",8451
88,"Barley","301","Barley, whole grain flour","barley whole grain flour","PHENOL EXPLORER",8452
141,"Common pea","448","Sugar pea, raw","sugar pea raw","PHENOL EXPLORER",8453
134,"Common bean","335","Green bean, raw","green bean raw","PHENOL EXPLORER",8454
141,"Common pea","655","Fresh pea, raw","fresh pea raw","PHENOL EXPLORER",8455
709,"Chocolate","441","Chocolate, dark","chocolate dark","PHENOL EXPLORER",8456
24,"Brazil nut","714","Brazil nut","brazil nut","PHENOL EXPLORER",8457
205,"Corn","305","Maize, whole grain","maize whole grain","PHENOL EXPLORER",8458
62,"Common hazelnut","716","Hazelnut","hazelnut","PHENOL EXPLORER",8459
225,"Macadamia nut (M. tetraphylla)","729","Macadamia nut","macadamia nut","PHENOL EXPLORER",8460
11,"Cashew nut","715","Cashew nut","cashew nut","PHENOL EXPLORER",8461
836,"Wheat bread","230","Bread, whole grain flour","bread whole grain flour","PHENOL EXPLORER",8462
197,"Broad bean","567","Broad bean seed, whole, raw","broad bean seed whole raw","PHENOL EXPLORER",8463
98,"Lentils","569","Lentils, dehulled, raw","lentils dehulled raw","PHENOL EXPLORER",8464
187,"Common wheat","226","Common wheat, refined flour","common wheat refined flour","PHENOL EXPLORER",8465
138,"Pine nut","730","Pines","pines","PHENOL EXPLORER",8466
16,"Peanut","477","Peanut","peanut","PHENOL EXPLORER",8467
44,"Pecan nut","713","Pecan nut","pecan nut","PHENOL EXPLORER",8468
94,"Common walnut","185","Walnut","walnut","PHENOL EXPLORER",8469
66,"Cucurbita","504","Zucchini, raw","zucchini raw","PHENOL EXPLORER",8470
66,"Cucurbita","544","Pumpkin, puree","pumpkin puree","PHENOL EXPLORER",8471
173,"Garden tomato (var.)","259","Tomato, whole, raw","tomato whole raw","PHENOL EXPLORER",8472
163,"Black raspberry","102","Black raspberry","black raspberry","PHENOL EXPLORER",8473
630,"Liquor","726","Walnut, liquor","walnut liquor","PHENOL EXPLORER",8474
97,"Sweet bay","848","Sweet bay, dried","sweet bay dried","PHENOL EXPLORER",8475
51,"Ceylon cinnamon","839","Ceylan cinnamon","ceylan cinnamon","PHENOL EXPLORER",8476
139,"Pepper (Spice)","805","Pepper spice [Black]","pepper spice [black]","PHENOL EXPLORER",8477
118,"Nutmeg","840","Nutmeg","nutmeg","PHENOL EXPLORER",8478
90,"Star anise","844","Star anise","star anise","PHENOL EXPLORER",8479
139,"Pepper (Spice)","846","Pepper spice [White]","pepper spice [white]","PHENOL EXPLORER",8480
139,"Pepper (Spice)","847","Pepper spice [Green]","pepper spice [green]","PHENOL EXPLORER",8481
179,"Cloves","804","Cloves","cloves","PHENOL EXPLORER",8482
206,"Ginger","792","Ginger, dried","ginger dried","PHENOL EXPLORER",8483
122,"Sweet marjoram","749","Marjoram, dried","marjoram dried","PHENOL EXPLORER",8484
159,"Rosemary","751","Rosemary, dried","rosemary dried","PHENOL EXPLORER",8485
69,"Quince","44","Quince, jam","quince jam","PHENOL EXPLORER",8486
69,"Quince","43","Quince, jelly","quince jelly","PHENOL EXPLORER",8487
57,"Sweet orange","6","Orange [Blond], pure juice","orange [blond] pure juice","PHENOL EXPLORER",8488
57,"Sweet orange","9","Orange [Blond], juice from concentrate","orange [blond] juice from concentrate","PHENOL EXPLORER",8489
57,"Sweet orange","7","Orange [Blood], juice from concentrate","orange [blood] juice from concentrate","PHENOL EXPLORER",8490
56,"Mandarin orange (Clementine, Tangerine)","21","Tangerine, juice from concentrate","tangerine juice from concentrate","PHENOL EXPLORER",8491
256,"Grapefruit","15","Grapefruit, pure juice","grapefruit pure juice","PHENOL EXPLORER",8492
256,"Grapefruit","12","Grapefruit, juice from concentrate","grapefruit juice from concentrate","PHENOL EXPLORER",8493
255,"Grapefruit/Pummelo hybrid","18","Grapefruit/Pummelo hybrid, pure juice","grapefruit/pummelo hybrid pure juice","PHENOL EXPLORER",8494
53,"Lime","207","Lime, pure juice","lime pure juice","PHENOL EXPLORER",8495
54,"Lemon","17","Lemon, pure juice","lemon pure juice","PHENOL EXPLORER",8496
54,"Lemon","196","Lemon, juice from concentrate","lemon juice from concentrate","PHENOL EXPLORER",8497
113,"Peppermint","739","Peppermint, dried","peppermint dried","PHENOL EXPLORER",8498
226,"Garden onion (var.)","258","Onion [Yellow], raw","onion [yellow] raw","PHENOL EXPLORER",8499
82,"Fennel","799","Fennel, dried","fennel dried","PHENOL EXPLORER",8500
13,"Dill","791","Dill, dried","dill dried","PHENOL EXPLORER",8501
89,"Hyssop","748","Hyssop, dried","hyssop dried","PHENOL EXPLORER",8502
108,"Lemon balm","740","Lemon balm, dried","lemon balm dried","PHENOL EXPLORER",8503
107,"German camomile","795","German camomile, dried","german camomile dried","PHENOL EXPLORER",8504
137,"Anise","798","Anise herb, dried","anise herb dried","PHENOL EXPLORER",8505
61,"Coriander","797","Coriander, dried","coriander dried","PHENOL EXPLORER",8506
165,"Common sage","750","Common sage, dried","common sage dried","PHENOL EXPLORER",8507
183,"Common thyme","770","Common thyme, dried","common thyme dried","PHENOL EXPLORER",8508
119,"Sweet basil","747","Sweet basil, dried","sweet basil dried","PHENOL EXPLORER",8509
131,"Parsley","467","Parsley, dried","parsley dried","PHENOL EXPLORER",8510
3,"Silver linden","796","Silver linden, dried","silver linden dried","PHENOL EXPLORER",8511
55,"Pummelo","13","Pummelo, pure juice","pummelo pure juice","PHENOL EXPLORER",8512
241,"Welsh onion","479","Welsh onion, fresh","welsh onion fresh","PHENOL EXPLORER",8513
2,"Savoy cabbage","285","Savoy cabbage, raw","savoy cabbage raw","PHENOL EXPLORER",8514
256,"Grapefruit","11","Grapefruit","grapefruit","PHENOL EXPLORER",8515
40,"Pepper","709","Sweet pepper [Yellow], raw","sweet pepper [yellow] raw","PHENOL EXPLORER",8516
172,"Cherry tomato","261","Tomato [Cherry], whole, raw","tomato [cherry] whole raw","PHENOL EXPLORER",8517
215,"Celery stalks","409","Celery stalks, raw","celery stalks raw","PHENOL EXPLORER",8518
249,"Celery leaves","350","Celery leaves, fresh","celery leaves fresh","PHENOL EXPLORER",8519
165,"Common sage","742","Common sage, fresh","common sage fresh","PHENOL EXPLORER",8520
259,"Italian oregano","760","Italian oregano, fresh","italian oregano fresh","PHENOL EXPLORER",8521
183,"Common thyme","743","Common thyme, fresh","common thyme fresh","PHENOL EXPLORER",8522
99,"Garden cress","780","Garden cress, raw","garden cress raw","PHENOL EXPLORER",8523
13,"Dill","768","Dill, fresh","dill fresh","PHENOL EXPLORER",8524
61,"Coriander","778","Coriander, fresh","coriander fresh","PHENOL EXPLORER",8525
9,"Chives","769","Chives, fresh","chives fresh","PHENOL EXPLORER",8526
19,"Tarragon","781","Tarragon, fresh","tarragon fresh","PHENOL EXPLORER",8527
158,"Watercress","468","Watercress, fresh","watercress fresh","PHENOL EXPLORER",8528
119,"Sweet basil","766","Sweet basil, fresh","sweet basil fresh","PHENOL EXPLORER",8529
124,"Common oregano","735","Oregano, fresh (wild marjoram)","oregano fresh wild marjoram","PHENOL EXPLORER",8530
108,"Lemon balm","737","Lemon balm, fresh","lemon balm fresh","PHENOL EXPLORER",8531
100,"Lovage","758","Lovage, fresh","lovage fresh","PHENOL EXPLORER",8532
121,"Olive","831","Olive, oil, extra virgin","olive oil extra virgin","PHENOL EXPLORER",8533
29,"Rape","851","Rape seed, oil","rape seed oil","PHENOL EXPLORER",8534
226,"Garden onion (var.)","257","Onion [White], raw","onion [white] raw","PHENOL EXPLORER",8535
121,"Olive","832","Olive, oil, refined","olive oil refined","PHENOL EXPLORER",8536
121,"Olive","817","Olive, oil, virgin","olive oil virgin","PHENOL EXPLORER",8537
30,"Common cabbage","272","Common cabbage [Purple], raw","common cabbage [purple] raw","PHENOL EXPLORER",8538
30,"Common cabbage","283","Common cabbage [Green], raw","common cabbage [green] raw","PHENOL EXPLORER",8539
30,"Common cabbage","266","Common cabbage [White], raw","common cabbage [white] raw","PHENOL EXPLORER",8540
258,"Kai-lan","274","Kai-lan, raw","kai lan raw","PHENOL EXPLORER",8541
253,"Napa cabbage","324","Napa cabbage, raw","napa cabbage raw","PHENOL EXPLORER",8542
252,"Pak choy","323","Pak choy, raw","pak choy raw","PHENOL EXPLORER",8543
30,"Common cabbage","286","Sauerkraut","sauerkraut","PHENOL EXPLORER",8544
64,"Muskmelon","183","Muskmelon","muskmelon","PHENOL EXPLORER",8545
56,"Mandarin orange (Clementine, Tangerine)","22","Tangerine","tangerine","PHENOL EXPLORER",8546
262,"Black radish","351","Radish [Black], raw","radish [black] raw","PHENOL EXPLORER",8547
82,"Fennel","755","Fennel, fresh leaves","fennel fresh leaves","PHENOL EXPLORER",8548
1,"Angelica","842","Angelica, fresh","angelica fresh","PHENOL EXPLORER",8549
36,"Turnip","453","Wild turnip tops, fresh","wild turnip tops fresh","PHENOL EXPLORER",8550
18,"Horseradish","854","Horseradish, fresh","horseradish fresh","PHENOL EXPLORER",8551
142,"Purslane","455","Purslane, fresh","purslane fresh","PHENOL EXPLORER",8552
187,"Common wheat","225","Common wheat, whole grain flour","common wheat whole grain flour","PHENOL EXPLORER",8553
79,"Common buckwheat","322","Buckwheat, whole grain flour","buckwheat whole grain flour","PHENOL EXPLORER",8554
79,"Common buckwheat","532","Buckwheat, thermally treated groats","buckwheat thermally treated groats","PHENOL EXPLORER",8555
15,"Wild celery","816","Celery seed","celery seed","PHENOL EXPLORER",8556
196,"Common verbena","838","Common verbena, fresh","common verbena fresh","PHENOL EXPLORER",8557
71,"Globe artichoke","370","Globe artichoke, heads, raw","globe artichoke heads raw","PHENOL EXPLORER",8558
10,"Lemon verbena","794","Lemon verbena, dried","lemon verbena dried","PHENOL EXPLORER",8559
40,"Pepper","543","Chilli pepper [Yellow], raw","chilli pepper [yellow] raw","PHENOL EXPLORER",8560
40,"Pepper","362","Chilli pepper [Green], raw","chilli pepper [green] raw","PHENOL EXPLORER",8561
40,"Pepper","363","Chilli pepper [Red], raw","chilli pepper [red] raw","PHENOL EXPLORER",8562
10,"Lemon verbena","881","Lemon verbena, tea","lemon verbena tea","PHENOL EXPLORER",8563
56,"Mandarin orange (Clementine, Tangerine)","20","Tangerine, pure juice","tangerine pure juice","PHENOL EXPLORER",8564
162,"Red raspberry","104","Red raspberry, pure juice","red raspberry pure juice","PHENOL EXPLORER",8565
627,"Berry wine","149","Blackcurrant, wine","blackcurrant wine","PHENOL EXPLORER",8566
627,"Berry wine","151","Black crowberry, wine","black crowberry wine","PHENOL EXPLORER",8567
39,"Capers","793","Capers","capers","PHENOL EXPLORER",8568
221,"Oval-leaf huckleberry","111","Oval-leaf huckleberry","oval leaf huckleberry","PHENOL EXPLORER",8569
191,"Highbush blueberry","101","Rabbiteye blueberry","rabbiteye blueberry","PHENOL EXPLORER",8570
176,"Rowanberry","109","Rowanberry","rowanberry","PHENOL EXPLORER",8571
223,"Red huckleberry","113","Red huckleberry","red huckleberry","PHENOL EXPLORER",8572
87,"Sea-buckthornberry","116","Sea-buckthornberry","sea buckthornberry","PHENOL EXPLORER",8573
222,"Evergreen huckleberry","112","Evergreen huckleberry","evergreen huckleberry","PHENOL EXPLORER",8574
212,"Bog bilberry","93","Bog bilberry","bog bilberry","PHENOL EXPLORER",8575
220,"Cascade huckleberry","115","Cascade huckleberry","cascade huckleberry","PHENOL EXPLORER",8576
84,"Black huckleberry","110","Black huckleberry","black huckleberry","PHENOL EXPLORER",8577
75,"Black crowberry","108","Black crowberry","black crowberry","PHENOL EXPLORER",8578
207,"Arctic blackberry","99","Arctic blackberry","arctic blackberry","PHENOL EXPLORER",8579
248,"Half-highbush blueberry","114","Half-highbush blueberry","half highbush blueberry","PHENOL EXPLORER",8580
265,"Sweet rowanberry","117","Sweet rowanberry","sweet rowanberry","PHENOL EXPLORER",8581
237,"Swiss chard","320","Swiss chard leaves [Red], raw","swiss chard leaves [red] raw","PHENOL EXPLORER",8582
237,"Swiss chard","395","Swiss chard leaves [White], raw","swiss chard leaves [white] raw","PHENOL EXPLORER",8583
237,"Swiss chard","321","Swiss chard stems [Red], raw","swiss chard stems [red] raw","PHENOL EXPLORER",8584
237,"Swiss chard","394","Swiss chard stems [White], raw","swiss chard stems [white] raw","PHENOL EXPLORER",8585
85,"Soy bean","474","Soybean, sprout, raw","soybean sprout raw","PHENOL EXPLORER",8586
186,"Fenugreek","774","Fenugreek, fresh","fenugreek fresh","PHENOL EXPLORER",8587
216,"Chinese chives","478","Chinese chives, fresh","chinese chives fresh","PHENOL EXPLORER",8588
186,"Fenugreek","776","Fenugreek seed","fenugreek seed","PHENOL EXPLORER",8589
79,"Common buckwheat","318","Buckwheat, refined flour","buckwheat refined flour","PHENOL EXPLORER",8590
243,"Shallot","382","Shallot, raw","shallot raw","PHENOL EXPLORER",8591
105,"Apple","33","Apple [Cider], whole","apple [cider] whole","PHENOL EXPLORER",8592
176,"Rowanberry","72","Rowanberry, pure juice","rowanberry pure juice","PHENOL EXPLORER",8593
82,"Fennel","875","Fennel, tea","fennel tea","PHENOL EXPLORER",8594
22,"Oat","306","Oat, whole grain flour","oat whole grain flour","PHENOL EXPLORER",8595
761,"Soy milk","947","Soy, milk","soy milk","PHENOL EXPLORER",8596
272,"Other soy product","971","Soy, cheese","soy cheese","PHENOL EXPLORER",8597
85,"Soy bean","956","Soy, flour","soy flour","PHENOL EXPLORER",8598
272,"Other soy product","970","Soy, bacon bits","soy bacon bits","PHENOL EXPLORER",8599
272,"Other soy product","963","Soy, burger, raw","soy burger raw","PHENOL EXPLORER",8600
272,"Other soy product","966","Soy, pudding","soy pudding","PHENOL EXPLORER",8601
272,"Other soy product","961","Soy, tempe","soy tempe","PHENOL EXPLORER",8602
272,"Other soy product","960","Soy, sausage","soy sausage","PHENOL EXPLORER",8603
272,"Other soy product","948","Soy, meat","soy meat","PHENOL EXPLORER",8604
761,"Soy milk","959","Soy, milk powder","soy milk powder","PHENOL EXPLORER",8605
717,"Miso","951","Soy paste, miso","soy paste miso","PHENOL EXPLORER",8606
